Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,151015,-,-,-,38.57,-121.5,-8,10,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI
2022,1,1,0,30,0
2022,1,1,1,30,0
2022,1,1,2,30,0
2022,1,1,3,30,0
2022,1,1,4,30,0
2022,1,1,5,30,0
2022,1,1,6,30,0
2022,1,1,7,30,12
2022,1,1,8,30,150
2022,1,1,9,30,303
2022,1,1,10,30,420
2022,1,1,11,30,489
2022,1,1,12,30,498
2022,1,1,13,30,446
2022,1,1,14,30,342
2022,1,1,15,30,198
2022,1,1,16,30,47
2022,1,1,17,30,0
2022,1,1,18,30,0
2022,1,1,19,30,0
2022,1,1,20,30,0
2022,1,1,21,30,0
2022,1,1,22,30,0
2022,1,1,23,30,0
2022,1,2,0,30,0
2022,1,2,1,30,0
2022,1,2,2,30,0
2022,1,2,3,30,0
2022,1,2,4,30,0
2022,1,2,5,30,0
2022,1,2,6,30,0
2022,1,2,7,30,11
2022,1,2,8,30,143
2022,1,2,9,30,295
2022,1,2,10,30,415
2022,1,2,11,30,482
2022,1,2,12,30,491
2022,1,2,13,30,439
2022,1,2,14,30,335
2022,1,2,15,30,138
2022,1,2,16,30,29
2022,1,2,17,30,0
2022,1,2,18,30,0
2022,1,2,19,30,0
2022,1,2,20,30,0
2022,1,2,21,30,0
2022,1,2,22,30,0
2022,1,2,23,30,0
2022,1,3,0,30,0
2022,1,3,1,30,0
2022,1,3,2,30,0
2022,1,3,3,30,0
2022,1,3,4,30,0
2022,1,3,5,30,0
2022,1,3,6,30,0
2022,1,3,7,30,5
2022,1,3,8,30,82
2022,1,3,9,30,171
2022,1,3,10,30,206
2022,1,3,11,30,204
2022,1,3,12,30,247
2022,1,3,13,30,180
2022,1,3,14,30,87
2022,1,3,15,30,40
2022,1,3,16,30,23
2022,1,3,17,30,0
2022,1,3,18,30,0
2022,1,3,19,30,0
2022,1,3,20,30,0
2022,1,3,21,30,0
2022,1,3,22,30,0
2022,1,3,23,30,0
2022,1,4,0,30,0
2022,1,4,1,30,0
2022,1,4,2,30,0
2022,1,4,3,30,0
2022,1,4,4,30,0
2022,1,4,5,30,0
2022,1,4,6,30,0
2022,1,4,7,30,4
2022,1,4,8,30,24
2022,1,4,9,30,166
2022,1,4,10,30,218
2022,1,4,11,30,287
2022,1,4,12,30,220
2022,1,4,13,30,122
2022,1,4,14,30,124
2022,1,4,15,30,95
2022,1,4,16,30,23
2022,1,4,17,30,0
2022,1,4,18,30,0
2022,1,4,19,30,0
2022,1,4,20,30,0
2022,1,4,21,30,0
2022,1,4,22,30,0
2022,1,4,23,30,0
2022,1,5,0,30,0
2022,1,5,1,30,0
2022,1,5,2,30,0
2022,1,5,3,30,0
2022,1,5,4,30,0
2022,1,5,5,30,0
2022,1,5,6,30,0
2022,1,5,7,30,10
2022,1,5,8,30,132
2022,1,5,9,30,278
2022,1,5,10,30,395
2022,1,5,11,30,458
2022,1,5,12,30,456
2022,1,5,13,30,428
2022,1,5,14,30,329
2022,1,5,15,30,191
2022,1,5,16,30,33
2022,1,5,17,30,0
2022,1,5,18,30,0
2022,1,5,19,30,0
2022,1,5,20,30,0
2022,1,5,21,30,0
2022,1,5,22,30,0
2022,1,5,23,30,0
2022,1,6,0,30,0
2022,1,6,1,30,0
2022,1,6,2,30,0
2022,1,6,3,30,0
2022,1,6,4,30,0
2022,1,6,5,30,0
2022,1,6,6,30,0
2022,1,6,7,30,10
2022,1,6,8,30,129
2022,1,6,9,30,199
2022,1,6,10,30,163
2022,1,6,11,30,216
2022,1,6,12,30,476
2022,1,6,13,30,377
2022,1,6,14,30,277
2022,1,6,15,30,178
2022,1,6,16,30,48
2022,1,6,17,30,0
2022,1,6,18,30,0
2022,1,6,19,30,0
2022,1,6,20,30,0
2022,1,6,21,30,0
2022,1,6,22,30,0
2022,1,6,23,30,0
2022,1,7,0,30,0
2022,1,7,1,30,0
2022,1,7,2,30,0
2022,1,7,3,30,0
2022,1,7,4,30,0
2022,1,7,5,30,0
2022,1,7,6,30,0
2022,1,7,7,30,2
2022,1,7,8,30,12
2022,1,7,9,30,91
2022,1,7,10,30,225
2022,1,7,11,30,182
2022,1,7,12,30,247
2022,1,7,13,30,108
2022,1,7,14,30,30
2022,1,7,15,30,103
2022,1,7,16,30,52
2022,1,7,17,30,0
2022,1,7,18,30,0
2022,1,7,19,30,0
2022,1,7,20,30,0
2022,1,7,21,30,0
2022,1,7,22,30,0
2022,1,7,23,30,0
2022,1,8,0,30,0
2022,1,8,1,30,0
2022,1,8,2,30,0
2022,1,8,3,30,0
2022,1,8,4,30,0
2022,1,8,5,30,0
2022,1,8,6,30,0
2022,1,8,7,30,11
2022,1,8,8,30,144
2022,1,8,9,30,296
2022,1,8,10,30,416
2022,1,8,11,30,490
2022,1,8,12,30,504
